id,idType,idEndpoint,idMoment,idFlexibility,dateTiem,createdAt,updatedAt
267,81,84,89,25,2022-02-23 00:00:00,2022-02-23 14:08:38.566,2022-02-23 14:08:38.566
268,81,84,89,25,2022-02-23 00:00:00,2022-02-24 07:53:40.973,2022-02-24 07:53:40.974
269,81,84,89,25,2022-02-23 00:00:00,2022-02-24 07:54:53.667,2022-02-24 07:54:53.667
270,81,84,89,25,2022-02-24 00:00:00,2022-02-24 11:13:31.955,2022-02-24 11:13:31.955
271,81,84,89,25,2022-02-24 00:00:00,2022-02-24 11:20:01.493,2022-02-24 11:20:01.493
272,81,84,89,25,2022-03-08 00:00:00,2022-03-08 08:19:53.243,2022-03-08 08:19:53.243
273,81,84,89,25,2022-03-08 00:00:00,2022-03-08 08:20:20.559,2022-03-08 08:20:20.559
274,81,84,89,25,2022-03-08 00:00:00,2022-03-08 08:20:49.1,2022-03-08 08:20:49.1
275,81,84,89,25,2022-03-08 00:00:00,2022-03-08 08:35:36.266,2022-03-08 08:35:36.266
276,81,84,89,25,2022-03-08 00:00:00,2022-03-08 10:24:43.852,2022-03-08 10:24:43.852
277,81,84,89,25,2022-03-08 00:00:00,2022-03-08 10:24:54.066,2022-03-08 10:24:54.066
278,81,84,89,25,2022-03-08 00:00:00,2022-03-08 10:24:59.987,2022-03-08 10:24:59.987
279,80,85,88,25,2022-03-16 14:00:00,2022-03-16 20:41:47.745,2022-03-16 20:41:47.745
280,80,84,88,25,2022-03-16 13:00:00,2022-03-16 20:41:47.745,2022-03-16 20:41:47.745
281,80,84,87,25,2022-03-16 00:00:00,2022-03-16 20:41:47.744,2022-03-16 20:41:47.744
282,80,85,87,25,2022-03-27 00:00:00,2022-03-20 11:45:57.447,2022-03-20 11:45:57.447
283,80,84,87,25,2022-03-20 00:00:00,2022-03-20 11:45:57.447,2022-03-20 11:45:57.447
284,80,85,88,25,2022-03-22 01:55:00,2022-03-22 09:21:04.771,2022-03-22 09:21:04.771
285,80,84,88,25,2022-03-22 11:15:00,2022-03-22 09:21:04.771,2022-03-22 09:21:04.771
286,80,85,87,25,2022-03-22 00:00:00,2022-03-22 09:21:04.771,2022-03-22 09:21:04.771
287,80,84,87,25,2022-03-22 00:00:00,2022-03-22 09:21:04.768,2022-03-22 09:21:04.768
288,80,85,88,25,2022-03-22 13:55:00,2022-03-22 10:10:40.874,2022-03-22 10:10:40.874
289,80,84,88,25,2022-03-22 11:15:00,2022-03-22 10:10:40.874,2022-03-22 10:10:40.874
290,80,85,87,25,2022-03-25 00:00:00,2022-03-22 10:10:40.873,2022-03-22 10:10:40.873
291,80,84,87,25,2022-03-22 00:00:00,2022-03-22 10:10:40.873,2022-03-22 10:10:40.873
292,81,84,89,25,2022-03-24 00:00:00,2022-03-24 14:26:03.953,2022-03-24 14:26:03.953
293,80,85,87,25,2022-03-27 00:00:00,2022-03-24 21:11:20.205,2022-03-24 21:11:20.205
294,80,84,87,25,2022-03-20 00:00:00,2022-03-24 21:11:20.204,2022-03-24 21:11:20.204
295,80,84,87,25,2022-03-24 00:00:00,2022-03-24 21:13:13.633,2022-03-24 21:13:13.633
296,80,85,87,25,2022-04-02 00:00:00,2022-03-25 09:45:20.707,2022-03-25 09:45:20.707
297,80,84,87,25,2022-03-27 00:00:00,2022-03-25 09:45:20.707,2022-03-25 09:45:20.707
298,80,85,87,25,2022-03-26 00:00:00,2022-03-26 11:20:03.518,2022-03-26 11:20:03.518
299,80,84,87,25,2022-03-26 00:00:00,2022-03-26 11:20:03.517,2022-03-26 11:20:03.517
300,80,85,87,25,2022-03-26 00:00:00,2022-03-26 11:22:23.778,2022-03-26 11:22:23.778
301,80,84,87,25,2022-03-26 00:00:00,2022-03-26 11:22:23.777,2022-03-26 11:22:23.777
302,80,85,87,25,2022-03-26 00:00:00,2022-03-26 11:29:14.981,2022-03-26 11:29:14.981
303,80,84,87,25,2022-03-26 00:00:00,2022-03-26 11:29:14.981,2022-03-26 11:29:14.981
304,80,85,87,25,2022-03-26 00:00:00,2022-03-26 11:44:45.343,2022-03-26 11:44:45.343
305,80,84,87,25,2022-03-26 00:00:00,2022-03-26 11:44:45.342,2022-03-26 11:44:45.342
306,81,84,89,25,2022-04-01 00:00:00,2022-04-01 13:47:42.909,2022-04-01 13:47:42.909
307,81,84,89,25,2022-04-01 00:00:00,2022-04-01 13:47:42.916,2022-04-01 13:47:42.916
308,81,84,89,25,2022-04-04 00:00:00,2022-04-04 08:20:10.29,2022-04-04 08:20:10.29
309,81,84,89,25,2022-04-04 00:00:00,2022-04-04 08:20:10.303,2022-04-04 08:20:10.303
310,81,84,89,25,2022-04-05 00:00:00,2022-04-04 23:46:58.917,2022-04-04 23:46:58.917
311,81,84,89,25,2022-04-05 00:00:00,2022-04-04 23:46:59.024,2022-04-04 23:46:59.024
312,81,84,89,25,2022-04-05 00:00:00,2022-04-05 22:50:19.309,2022-04-05 22:50:19.309
313,81,84,89,25,2022-04-05 00:00:00,2022-04-05 22:50:19.376,2022-04-05 22:50:19.376
314,81,84,89,25,2022-04-06 00:00:00,2022-04-07 10:01:11.16,2022-04-07 10:01:11.16
315,81,84,89,25,2022-04-06 00:00:00,2022-04-07 10:01:11.17,2022-04-07 10:01:11.17
316,80,85,87,25,2022-04-09 00:00:00,2022-04-07 17:14:58.671,2022-04-07 17:14:58.671
317,80,84,87,25,2022-04-03 00:00:00,2022-04-07 17:14:58.67,2022-04-07 17:14:58.67
318,81,84,89,25,2022-04-03 00:00:00,2022-04-07 17:52:47.977,2022-04-07 17:52:47.977
319,81,84,89,25,2022-04-09 23:59:59,2022-04-07 17:52:48.053,2022-04-07 17:52:48.053
320,81,84,89,25,2022-04-03 00:00:00,2022-04-07 17:53:00.205,2022-04-07 17:53:00.205
321,81,84,89,25,2022-04-09 23:59:59,2022-04-07 17:53:00.217,2022-04-07 17:53:00.217
322,81,84,89,25,2022-04-03 00:00:00,2022-04-07 17:54:19.586,2022-04-07 17:54:19.586
323,81,84,89,25,2022-04-09 23:59:59,2022-04-07 17:54:19.592,2022-04-07 17:54:19.592
324,81,84,89,25,2022-04-12 00:00:00,2022-04-12 07:28:59.619,2022-04-12 07:28:59.619
325,81,84,89,25,2022-04-12 00:00:00,2022-04-12 07:28:59.629,2022-04-12 07:28:59.629
326,81,84,89,25,2022-04-12 00:00:00,2022-04-12 08:40:29.063,2022-04-12 08:40:29.063
327,81,84,89,25,2022-04-12 00:00:00,2022-04-12 08:40:29.068,2022-04-12 08:40:29.068
328,80,85,87,25,2022-04-17 00:00:00,2022-04-12 19:49:35.458,2022-04-12 19:49:35.458
329,80,84,87,25,2022-04-12 00:00:00,2022-04-12 19:49:35.456,2022-04-12 19:49:35.456
330,81,84,89,25,2022-04-13 00:00:00,2022-04-12 19:50:32.986,2022-04-12 19:50:32.986
331,81,84,89,25,2022-04-13 00:00:00,2022-04-12 19:50:32.99,2022-04-12 19:50:32.99
332,81,84,89,25,2022-04-13 00:00:00,2022-04-13 09:04:11.95,2022-04-13 09:04:11.95
333,81,84,89,25,2022-04-13 00:00:00,2022-04-13 09:04:11.954,2022-04-13 09:04:11.954
334,81,84,89,25,2022-04-13 00:00:00,2022-04-13 10:22:13.299,2022-04-13 10:22:13.299
335,81,84,89,25,2022-04-13 00:00:00,2022-04-13 10:22:13.303,2022-04-13 10:22:13.303
336,81,84,89,25,2022-04-15 00:00:00,2022-04-15 12:00:37.745,2022-04-15 12:00:37.745
337,81,84,89,25,2022-04-15 00:00:00,2022-04-15 12:00:37.756,2022-04-15 12:00:37.756
338,81,84,89,25,2022-04-15 00:00:00,2022-04-15 12:02:08.698,2022-04-15 12:02:08.697
339,81,84,89,25,2022-04-15 00:00:00,2022-04-15 12:02:08.7,2022-04-15 12:02:08.7
340,81,84,89,25,2022-04-15 00:00:00,2022-04-15 12:02:41.848,2022-04-15 12:02:41.848
341,81,84,89,25,2022-04-15 00:00:00,2022-04-15 12:02:41.853,2022-04-15 12:02:41.853
342,81,84,89,25,2022-04-15 00:00:00,2022-04-15 15:44:23.275,2022-04-15 15:44:23.275
343,81,84,89,25,2022-04-15 00:00:00,2022-04-15 15:44:23.282,2022-04-15 15:44:23.282
344,81,84,89,25,2022-04-15 00:00:00,2022-04-15 15:44:33.638,2022-04-15 15:44:33.638
345,81,84,89,25,2022-04-15 00:00:00,2022-04-15 15:44:33.64,2022-04-15 15:44:33.64
346,80,85,87,25,2022-04-20 00:00:00,2022-04-20 10:54:24.276,2022-04-20 10:54:24.276
347,80,84,87,25,2022-04-20 00:00:00,2022-04-20 10:54:24.275,2022-04-20 10:54:24.275
348,80,84,87,25,2022-04-20 00:00:00,2022-04-20 10:55:19.221,2022-04-20 10:55:19.221
349,80,85,87,25,2022-05-01 00:00:00,2022-04-20 15:21:28.05,2022-04-20 15:21:28.05
350,80,84,87,25,2022-04-20 00:00:00,2022-04-20 15:21:28.05,2022-04-20 15:21:28.05
351,81,84,89,25,2022-04-21 00:00:00,2022-04-21 10:40:19.586,2022-04-21 10:40:19.586
352,81,84,89,25,2022-04-21 00:00:00,2022-04-21 10:40:19.595,2022-04-21 10:40:19.595
353,80,85,87,25,2022-04-22 00:00:00,2022-04-22 10:01:10.741,2022-04-22 10:01:10.741
354,80,84,87,25,2022-04-21 00:00:00,2022-04-22 10:01:10.74,2022-04-22 10:01:10.74
355,81,84,89,25,2022-04-22 00:00:00,2022-04-22 12:40:00.29,2022-04-22 12:40:00.29
356,81,84,89,25,2022-04-22 00:00:00,2022-04-22 12:40:00.31,2022-04-22 12:40:00.31
357,80,85,87,25,2022-04-26 00:00:00,2022-04-26 08:42:49.906,2022-04-26 08:42:49.906
358,80,84,87,25,2022-04-25 00:00:00,2022-04-26 08:42:49.906,2022-04-26 08:42:49.906
359,81,84,89,25,2022-04-27 00:00:00,2022-04-27 12:54:45.996,2022-04-27 12:54:45.996
360,81,84,89,25,2022-04-27 00:00:00,2022-04-27 12:54:46.017,2022-04-27 12:54:46.017
361,81,84,89,25,2022-04-27 00:00:00,2022-04-27 12:55:19.432,2022-04-27 12:55:19.432
362,81,84,89,25,2022-04-27 00:00:00,2022-04-27 12:55:19.436,2022-04-27 12:55:19.436
363,80,85,87,25,2022-05-05 00:00:00,2022-04-27 13:00:29.421,2022-04-27 13:00:29.421
364,80,84,87,25,2022-04-27 00:00:00,2022-04-27 13:00:29.42,2022-04-27 13:00:29.42
365,80,85,87,25,2022-05-04 00:00:00,2022-04-28 11:15:21.653,2022-04-28 11:15:21.653
366,80,84,87,25,2022-04-28 00:00:00,2022-04-28 11:15:21.652,2022-04-28 11:15:21.652
367,80,85,87,25,2022-05-04 00:00:00,2022-04-28 11:16:00.514,2022-04-28 11:16:00.514
368,80,84,87,25,2022-04-28 00:00:00,2022-04-28 11:16:00.514,2022-04-28 11:16:00.514
369,80,85,87,25,2022-05-04 00:00:00,2022-04-28 12:26:54.36,2022-04-28 12:26:54.36
370,80,84,87,25,2022-04-28 00:00:00,2022-04-28 12:26:54.36,2022-04-28 12:26:54.36
371,80,85,87,25,2022-04-25 00:00:00,2022-04-28 17:02:33.103,2022-04-28 17:02:33.103
372,80,84,87,25,2022-04-25 00:00:00,2022-04-28 17:02:33.102,2022-04-28 17:02:33.102
373,80,85,87,25,2022-05-08 00:00:00,2022-05-06 18:20:10.275,2022-05-06 18:20:10.275
374,80,84,87,25,2022-05-06 00:00:00,2022-05-06 18:20:10.275,2022-05-06 18:20:10.275
375,80,85,88,25,2022-05-06 07:10:00,2022-05-06 20:32:00.912,2022-05-06 20:32:00.912
376,80,84,88,25,2022-05-06 07:00:00,2022-05-06 20:32:00.912,2022-05-06 20:32:00.912
377,80,85,87,25,2022-05-13 00:00:00,2022-05-06 20:32:00.911,2022-05-06 20:32:00.911
378,80,84,87,25,2022-05-09 00:00:00,2022-05-06 20:32:00.911,2022-05-06 20:32:00.911
