174|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:58:33.187-05|2022-01-07 16:58:33.187-05
175|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 17:02:43.751-05|2022-01-07 17:02:43.751-05
176|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 17:02:43.75-05|2022-01-07 17:02:43.75-05
177|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 17:02:43.75-05|2022-01-07 17:02:43.75-05
178|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 17:07:26.981-05|2022-01-07 17:07:26.981-05
179|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 17:07:26.981-05|2022-01-07 17:07:26.981-05
180|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 17:07:26.98-05|2022-01-07 17:07:26.98-05
181|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 17:13:09.006-05|2022-01-07 17:13:09.006-05
182|80|85|87|25|2022-01-31 00:00:00-05|2022-01-08 13:02:00.858-05|2022-01-08 13:02:00.858-05
183|80|84|87|25|2022-01-01 00:00:00-05|2022-01-08 13:02:00.857-05|2022-01-08 13:02:00.857-05
184|80|85|87|25|2022-01-31 00:00:00-05|2022-01-08 13:04:45.214-05|2022-01-08 13:04:45.214-05
185|80|84|87|25|2022-01-01 00:00:00-05|2022-01-08 13:04:45.214-05|2022-01-08 13:04:45.214-05
186|80|85|87|25|2022-01-15 00:00:00-05|2022-01-08 14:13:32.966-05|2022-01-08 14:13:32.966-05
187|80|84|87|25|2022-01-09 00:00:00-05|2022-01-08 14:13:32.965-05|2022-01-08 14:13:32.965-05
188|80|85|88|25|2022-01-08 08:00:00-05|2022-01-08 14:25:21.885-05|2022-01-08 14:25:21.885-05
189|80|84|88|25|2022-01-08 06:00:00-05|2022-01-08 14:25:21.884-05|2022-01-08 14:25:21.884-05
190|80|84|87|25|2022-01-09 00:00:00-05|2022-01-08 14:25:21.884-05|2022-01-08 14:25:21.884-05
191|81|84|89|25|2022-01-08 00:00:00-05|2022-01-08 16:16:01.183-05|2022-01-08 16:16:01.183-05
